category,path,words,h1,title,canonical,refresh,recommendation,reason
1. кандидати на індексацію,utylizaciya-upakovky-vid-kosmetyky.html,774,Куди передають упаковку від косметики на утилізацію,Утилізація упаковки від косметики | YOURECO,utylizaciya-upakovky-vid-kosmetyky.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
1. кандидати на індексацію,utylizaciya-vantazhnyh-shyn.html,773,Куди передають вантажні шини на утилізацію,Куди передають вантажні шини на утилізацію — Довідник YOURECO,utylizaciya-vantazhnyh-shyn.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
4. об’єднати або залишити noindex,utylizaciya-vidpracovanyh-masel.html,520,Як оформлюється утилізація відпрацьованих олив,Як оформлюється утилізація відпрацьованих олив — Довідник YOURECO,utylizaciya-vidpracovanyh-masel.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
1. кандидати на індексацію,utylizaciya-vody.html,808,Порядок утилізації води та товарних залишків,Порядок утилізації води та товарних залишків — Довідник YOURECO,utylizaciya-vody.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
4. об’єднати або залишити noindex,utylizaciya-vyrobnychyh-vidhodiv.html,576,Порядок утилізації виробничих відходів для підприємств,Утилізація виробничих відходів | YOURECO,utylizaciya-vyrobnychyh-vidhodiv.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,utylizaciya-yagid.html,533,Куди передають ягоди на утилізацію,Куди передають ягоди на утилізацію — Довідник YOURECO,utylizaciya-yagid.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,vidhody-demontazhu.html,431,Відходи демонтажу: сортування та порядок передання,Відходи демонтажу | YOURECO,vidhody-demontazhu.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,vidhody-gumy.html,452,Відходи гуми: що відноситься і як утилізують,Відходи гуми: що відноситься і як утилізують — Довідник YOURECO,vidhody-gumy.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
1. кандидати на індексацію,vidhody-polimeriv.html,911,Відходи полімерів,Відходи полімерів — Довідник YOURECO,vidhody-polimeriv.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
4. об’єднати або залишити noindex,vidhody-vyrobnyctva.html,444,Відходи виробництва: класифікація та приклади,Відходи виробництва: класифікація та приклади — Довідник YOURECO,vidhody-vyrobnyctva.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
1. кандидати на індексацію,vidy-kabelnyh-vidhodiv.html,761,Види кабельних відходів,Види кабельних відходів — Довідник YOURECO,vidy-kabelnyh-vidhodiv.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
1. кандидати на індексацію,vidy-plastykovyh-vidhodiv.html,940,Види пластикових відходів,Види пластикових відходів — Довідник YOURECO,vidy-plastykovyh-vidhodiv.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
4. об’єднати або залишити noindex,vnutrishniy-akt-spysannya.html,533,Внутрішній акт списання: коли використовується перед передачею відходів,Внутрішній акт списання | YOURECO,vnutrishniy-akt-spysannya.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,vtorynna-syrovyna-z-budivelnyh-vidhodiv.html,450,Вторинна сировина з будівельних відходів,Вторинна сировина з будівельних відходів — Довідник YOURECO,vtorynna-syrovyna-z-budivelnyh-vidhodiv.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,vtorynna-syrovyna-z-vidhodiv.html,508,Вторинна сировина з відходів,Вторинна сировина з відходів — Довідник YOURECO,vtorynna-syrovyna-z-vidhodiv.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
1. кандидати на індексацію,vymogy-do-zberigannya-vidhodiv.html,821,Вимоги до зберігання відходів,Вимоги до зберігання відходів — Довідник YOURECO,vymogy-do-zberigannya-vidhodiv.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
1. кандидати на індексацію,vyviz-budivelnyh-vidhodiv.html,902,Як організовується передання будівельних відходів,Передання будівельних відходів | YOURECO,vyviz-budivelnyh-vidhodiv.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
1. кандидати на індексацію,yak-vidbuvayetsya-utylizaciya-produkciyi.html,982,Як відбувається утилізація продукції,Як відбувається утилізація продукції — етапи для підприємств,yak-vidbuvayetsya-utylizaciya-produkciyi.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
1. кандидати на індексацію,zberigannya-vidpracovanyh-masel.html,910,Зберігання відпрацьованих олив,Зберігання відпрацьованих олив — Довідник YOURECO,zberigannya-vidpracovanyh-masel.html,,Перевести в index після ручної перевірки title/FAQ/перелінковки; додати в sitemap.,"Самостійний intent, self-canonical і достатній обсяг контенту."
4. об’єднати або залишити noindex,zbir-kabelyu.html,498,Збір кабелю,Збір кабелю — Довідник YOURECO,zbir-kabelyu.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,zbir-kartonu-na-pidpryyemstvi.html,505,Збір картону на підприємстві,Збір картону на підприємстві — Довідник YOURECO,zbir-kartonu-na-pidpryyemstvi.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,zbir-metalu-na-pidpryyemstvi.html,507,Збір металу на підприємстві,Збір металу на підприємстві — Довідник YOURECO,zbir-metalu-na-pidpryyemstvi.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,zbir-plastyku-na-pidpryyemstvi.html,501,Збір пластику на підприємстві,Збір пластику на підприємстві — Довідник YOURECO,zbir-plastyku-na-pidpryyemstvi.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,zbir-promyslovyh-vidhodiv.html,546,Збір промислових відходів: організація та вимоги,Збір промислових відходів | YOURECO,zbir-promyslovyh-vidhodiv.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,zbir-shyn-na-pidpryyemstvi.html,511,Збір шин на підприємстві,Збір шин на підприємстві — Довідник YOURECO,zbir-shyn-na-pidpryyemstvi.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,zbir-sklyanoyi-tary.html,520,Збір скляної тари,Збір скляної тари — Довідник YOURECO,zbir-sklyanoyi-tary.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,zbir-vidpracovanoyi-olyvy.html,504,Збір відпрацьованої оливи,Збір відпрацьованої оливи — Довідник YOURECO,zbir-vidpracovanoyi-olyvy.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
4. об’єднати або залишити noindex,znyshchennya-kosmetyky.html,432,Знищення косметики: коли потрібне і які документи,Знищення косметики | YOURECO,znyshchennya-kosmetyky.html,,Не відкривати масово. Об’єднати з хабом/сильнішою сторінкою або розширити до повноцінного матеріалу перед index.,"Self-canonical, але тонкий/середній обсяг або високий ризик перетину intent із наявними хабами."
